,self_own_assets,poor_level,poor_level_5y_ago,poor_level_5y_later,job_satisfaction,working hours,life_satisfaction
369,1,6.0,6.0,6.0,2.0,2.0,3.0
370,1,6.0,6.0,6.0,2.0,2.0,3.0
371,1,6.0,6.0,6.0,2.0,2.0,3.0
372,1,1.0,1.0,1.0,2.0,56.0,2.0
373,1,1.0,1.0,1.0,2.0,56.0,2.0
374,1,1.0,1.0,1.0,2.0,56.0,2.0
375,1,1.0,1.0,1.0,2.0,56.0,2.0
376,1,1.0,1.0,1.0,2.0,84.0,3.0
377,1,1.0,1.0,1.0,2.0,84.0,3.0
378,1,1.0,1.0,1.0,2.0,84.0,3.0
379,1,1.0,1.0,1.0,2.0,84.0,3.0
380,1,1.0,1.0,1.0,2.0,84.0,3.0
381,1,1.0,1.0,1.0,2.0,25.0,4.0
382,1,1.0,1.0,1.0,2.0,25.0,4.0
383,1,1.0,1.0,1.0,2.0,25.0,4.0
384,1,1.0,1.0,1.0,2.0,25.0,4.0
385,1,1.0,1.0,1.0,2.0,25.0,4.0
386,1,1.0,1.0,1.0,2.0,2.0,3.0
387,1,1.0,1.0,1.0,2.0,2.0,3.0
388,1,1.0,1.0,1.0,2.0,2.0,3.0
389,1,1.0,1.0,1.0,2.0,2.0,3.0
390,1,1.0,1.0,6.0,2.0,42.0,4.0
391,1,1.0,1.0,6.0,2.0,42.0,4.0
392,1,1.0,1.0,6.0,2.0,42.0,4.0
393,1,1.0,1.0,6.0,2.0,42.0,4.0
394,1,1.0,1.0,6.0,2.0,42.0,4.0
395,1,1.0,1.0,1.0,2.0,30.0,2.0
396,1,1.0,1.0,1.0,2.0,30.0,2.0
397,1,1.0,1.0,1.0,2.0,30.0,2.0
398,1,6.0,6.0,6.0,3.0,46.0,2.0
399,1,6.0,6.0,6.0,3.0,46.0,2.0
400,1,6.0,6.0,6.0,3.0,46.0,2.0
401,1,6.0,6.0,6.0,3.0,46.0,2.0
402,1,6.0,6.0,6.0,3.0,46.0,2.0
403,1,6.0,6.0,6.0,3.0,46.0,2.0
404,1,6.0,6.0,6.0,3.0,46.0,2.0
405,1,6.0,6.0,6.0,3.0,46.0,2.0
406,1,1.0,1.0,1.0,3.0,28.0,4.0
407,1,1.0,1.0,1.0,3.0,28.0,4.0
408,1,1.0,1.0,1.0,3.0,28.0,4.0
409,1,1.0,1.0,1.0,3.0,28.0,4.0
410,1,6.0,6.0,6.0,2.0,0.0,2.0
411,1,6.0,6.0,6.0,2.0,0.0,2.0
412,1,6.0,6.0,6.0,2.0,0.0,2.0
413,1,6.0,6.0,6.0,2.0,0.0,2.0
414,1,6.0,6.0,6.0,2.0,0.0,2.0
415,1,6.0,6.0,6.0,2.0,0.0,2.0
416,1,6.0,6.0,6.0,2.0,0.0,2.0
417,1,6.0,6.0,6.0,2.0,0.0,2.0
418,1,1.0,6.0,6.0,2.0,48.0,2.0
419,1,1.0,6.0,6.0,2.0,48.0,2.0
420,1,1.0,6.0,6.0,2.0,48.0,2.0
421,1,1.0,6.0,6.0,2.0,48.0,2.0
422,1,1.0,6.0,6.0,2.0,48.0,2.0
423,1,1.0,6.0,6.0,2.0,48.0,2.0
424,1,1.0,1.0,1.0,3.0,24.0,3.0
425,1,1.0,1.0,1.0,3.0,24.0,3.0
426,1,1.0,1.0,1.0,3.0,24.0,3.0
427,1,1.0,1.0,1.0,3.0,24.0,3.0
428,1,6.0,6.0,6.0,1.0,70.0,2.0
429,1,6.0,6.0,6.0,1.0,70.0,2.0
430,1,6.0,6.0,6.0,1.0,70.0,2.0
431,1,6.0,6.0,6.0,1.0,70.0,2.0
432,1,6.0,6.0,6.0,1.0,70.0,2.0
433,3,1.0,1.0,1.0,2.0,10.0,2.0
434,1,1.0,1.0,1.0,2.0,10.0,2.0
435,1,1.0,1.0,1.0,2.0,10.0,2.0
436,1,1.0,1.0,1.0,2.0,10.0,2.0
437,1,1.0,1.0,1.0,2.0,10.0,2.0
438,1,1.0,1.0,1.0,2.0,10.0,2.0
439,1,6.0,6.0,6.0,3.0,14.0,4.0
440,1,6.0,6.0,6.0,3.0,14.0,4.0
441,1,6.0,6.0,6.0,3.0,14.0,4.0
442,1,6.0,6.0,6.0,3.0,14.0,4.0
443,1,6.0,6.0,6.0,3.0,14.0,4.0
444,1,6.0,6.0,6.0,3.0,14.0,4.0
445,1,6.0,6.0,6.0,3.0,14.0,4.0
446,1,6.0,6.0,6.0,3.0,14.0,4.0
447,1,6.0,6.0,6.0,1.0,14.0,2.0
448,1,6.0,6.0,6.0,1.0,14.0,2.0
449,1,6.0,6.0,6.0,1.0,14.0,2.0
450,1,6.0,6.0,6.0,1.0,14.0,2.0
451,1,6.0,6.0,6.0,1.0,14.0,2.0
452,1,6.0,6.0,6.0,1.0,14.0,2.0
453,1,1.0,1.0,1.0,2.0,12.0,2.0
454,1,1.0,1.0,1.0,2.0,12.0,2.0
455,1,1.0,1.0,1.0,2.0,12.0,2.0
456,1,1.0,1.0,1.0,2.0,42.0,2.0
457,1,1.0,1.0,1.0,2.0,42.0,2.0
458,1,1.0,1.0,1.0,2.0,42.0,2.0
459,1,1.0,1.0,1.0,2.0,42.0,2.0
460,1,1.0,1.0,1.0,2.0,70.0,3.0
461,1,1.0,1.0,1.0,2.0,70.0,3.0
462,1,1.0,1.0,1.0,2.0,70.0,3.0
463,1,1.0,1.0,1.0,2.0,70.0,3.0
464,1,1.0,1.0,1.0,2.0,70.0,3.0
465,1,1.0,1.0,1.0,2.0,27.0,4.0
466,1,1.0,1.0,1.0,2.0,27.0,4.0
467,1,1.0,1.0,1.0,2.0,27.0,4.0
468,1,1.0,1.0,1.0,2.0,27.0,4.0
469,1,1.0,1.0,1.0,2.0,27.0,4.0
470,1,1.0,1.0,1.0,2.0,27.0,4.0
471,1,1.0,1.0,1.0,2.0,0.0,4.0
472,1,1.0,1.0,1.0,2.0,0.0,4.0
473,1,1.0,1.0,1.0,2.0,0.0,4.0
474,1,1.0,1.0,1.0,2.0,0.0,4.0
475,1,6.0,6.0,6.0,2.0,16.0,2.0
476,1,6.0,6.0,6.0,2.0,16.0,2.0
477,1,6.0,6.0,6.0,2.0,16.0,2.0
478,1,6.0,6.0,6.0,2.0,42.0,2.0
479,1,6.0,6.0,6.0,2.0,42.0,2.0
480,1,6.0,6.0,6.0,2.0,42.0,2.0
481,1,6.0,6.0,6.0,2.0,42.0,2.0
482,1,6.0,6.0,6.0,2.0,42.0,2.0
483,1,6.0,6.0,6.0,2.0,42.0,2.0
484,1,1.0,1.0,1.0,2.0,35.0,1.0
485,1,1.0,1.0,1.0,2.0,35.0,1.0
486,1,1.0,1.0,1.0,2.0,35.0,1.0
487,1,1.0,1.0,1.0,2.0,35.0,1.0
488,1,1.0,1.0,1.0,2.0,18.0,4.0
489,1,1.0,1.0,1.0,2.0,18.0,4.0
490,1,1.0,1.0,1.0,2.0,18.0,4.0
491,1,1.0,1.0,1.0,2.0,18.0,4.0
492,1,1.0,6.0,1.0,2.0,7.0,4.0
493,1,1.0,6.0,1.0,2.0,7.0,4.0
494,1,1.0,6.0,1.0,2.0,7.0,4.0
495,1,1.0,6.0,1.0,2.0,7.0,4.0
496,1,1.0,6.0,1.0,2.0,7.0,4.0
497,1,1.0,6.0,1.0,2.0,7.0,4.0
498,1,1.0,6.0,6.0,2.0,21.0,3.0
499,1,1.0,6.0,6.0,2.0,21.0,3.0
500,1,1.0,6.0,6.0,2.0,21.0,3.0
501,1,1.0,6.0,6.0,2.0,21.0,3.0
502,1,1.0,6.0,6.0,2.0,21.0,3.0
503,1,1.0,6.0,6.0,2.0,21.0,3.0
504,1,1.0,1.0,1.0,2.0,119.0,2.0
505,1,1.0,1.0,1.0,2.0,119.0,2.0
506,1,1.0,1.0,1.0,2.0,119.0,2.0
507,1,1.0,1.0,1.0,2.0,119.0,2.0
508,1,1.0,1.0,1.0,2.0,119.0,2.0
509,1,1.0,1.0,1.0,2.0,84.0,4.0
510,1,1.0,1.0,1.0,2.0,84.0,4.0
511,1,1.0,1.0,1.0,2.0,84.0,4.0
512,1,1.0,1.0,1.0,2.0,84.0,4.0
513,1,1.0,1.0,6.0,2.0,28.0,4.0
514,1,1.0,1.0,6.0,2.0,28.0,4.0
515,1,1.0,1.0,6.0,2.0,28.0,4.0
516,1,1.0,1.0,6.0,2.0,28.0,4.0
517,1,1.0,1.0,6.0,2.0,28.0,4.0
518,1,1.0,1.0,6.0,2.0,14.0,1.0
519,1,1.0,1.0,6.0,2.0,14.0,1.0
520,1,1.0,1.0,6.0,2.0,14.0,1.0
521,1,1.0,1.0,6.0,2.0,14.0,1.0
522,1,1.0,1.0,6.0,2.0,14.0,1.0
523,3,1.0,1.0,1.0,2.0,3.0,2.0
524,1,1.0,1.0,1.0,2.0,3.0,2.0
525,1,1.0,1.0,1.0,2.0,3.0,2.0
526,1,1.0,1.0,1.0,2.0,3.0,2.0
527,1,1.0,1.0,1.0,2.0,70.0,3.0
528,1,1.0,1.0,1.0,2.0,70.0,3.0
529,1,1.0,1.0,1.0,2.0,70.0,3.0
530,1,1.0,1.0,1.0,2.0,70.0,3.0
531,1,1.0,1.0,1.0,2.0,70.0,3.0
532,1,1.0,1.0,1.0,2.0,70.0,3.0
533,1,1.0,1.0,1.0,2.0,14.0,3.0
534,1,1.0,1.0,1.0,2.0,14.0,3.0
535,1,1.0,1.0,1.0,2.0,14.0,3.0
536,1,1.0,1.0,1.0,2.0,14.0,3.0
537,1,1.0,1.0,1.0,2.0,14.0,3.0
538,1,1.0,1.0,6.0,2.0,24.0,3.0
539,1,1.0,1.0,6.0,2.0,24.0,3.0
540,1,1.0,1.0,6.0,2.0,24.0,3.0
541,1,1.0,1.0,1.0,2.0,40.0,2.0
542,1,1.0,1.0,1.0,2.0,40.0,2.0
543,1,1.0,1.0,1.0,2.0,40.0,2.0
544,1,1.0,1.0,1.0,2.0,40.0,2.0
545,1,1.0,1.0,1.0,1.0,28.0,3.0
546,1,1.0,1.0,1.0,1.0,28.0,3.0
547,1,1.0,1.0,1.0,1.0,28.0,3.0
548,1,1.0,1.0,1.0,1.0,28.0,3.0
549,1,1.0,1.0,1.0,1.0,28.0,3.0
550,1,1.0,1.0,1.0,1.0,28.0,3.0
551,3,1.0,1.0,1.0,2.0,7.0,2.0
552,1,1.0,1.0,1.0,2.0,7.0,2.0
553,1,1.0,1.0,1.0,2.0,7.0,2.0
554,1,1.0,1.0,1.0,2.0,7.0,2.0
555,1,1.0,1.0,1.0,2.0,7.0,2.0
556,1,1.0,1.0,6.0,2.0,14.0,2.0
557,1,1.0,1.0,6.0,2.0,14.0,2.0
558,1,1.0,1.0,6.0,2.0,14.0,2.0
559,1,1.0,1.0,6.0,2.0,14.0,2.0
560,3,1.0,1.0,1.0,2.0,7.0,2.0
561,1,1.0,1.0,1.0,2.0,7.0,2.0
562,1,1.0,1.0,1.0,2.0,7.0,2.0
563,1,1.0,1.0,1.0,2.0,7.0,2.0
564,1,1.0,1.0,1.0,2.0,7.0,2.0
565,1,1.0,1.0,1.0,2.0,7.0,2.0
566,1,1.0,1.0,1.0,1.0,40.0,2.0
567,1,1.0,1.0,1.0,1.0,40.0,2.0
568,1,1.0,1.0,1.0,1.0,40.0,2.0
569,1,1.0,1.0,1.0,1.0,40.0,2.0
570,1,1.0,1.0,1.0,1.0,40.0,2.0
571,1,1.0,1.0,1.0,1.0,40.0,2.0
572,1,1.0,1.0,1.0,3.0,14.0,3.0
573,1,1.0,1.0,1.0,3.0,14.0,3.0
574,1,1.0,1.0,1.0,3.0,14.0,3.0
575,1,1.0,1.0,1.0,3.0,14.0,3.0
576,1,1.0,1.0,1.0,3.0,14.0,3.0
577,1,6.0,1.0,6.0,2.0,11.0,3.0
578,1,6.0,1.0,6.0,2.0,11.0,3.0
579,1,6.0,1.0,6.0,2.0,11.0,3.0
580,1,6.0,1.0,6.0,2.0,11.0,3.0
581,1,6.0,1.0,6.0,2.0,11.0,3.0
582,1,6.0,1.0,6.0,2.0,11.0,3.0
583,1,6.0,1.0,6.0,2.0,11.0,3.0
584,3,1.0,1.0,1.0,2.0,21.0,2.0
585,1,1.0,1.0,1.0,2.0,21.0,2.0
586,1,1.0,1.0,1.0,2.0,7.0,3.0
587,1,1.0,1.0,1.0,2.0,7.0,3.0
588,1,1.0,1.0,1.0,2.0,7.0,3.0
589,1,1.0,1.0,1.0,2.0,7.0,3.0
590,1,1.0,1.0,1.0,2.0,7.0,3.0
591,1,1.0,1.0,1.0,2.0,7.0,3.0
592,1,6.0,1.0,6.0,2.0,77.0,2.0
593,1,6.0,1.0,6.0,2.0,77.0,2.0
594,1,6.0,1.0,6.0,2.0,77.0,2.0
595,1,6.0,1.0,6.0,2.0,77.0,2.0
596,1,1.0,1.0,1.0,3.0,18.0,4.0
597,1,1.0,1.0,1.0,3.0,18.0,4.0
598,1,1.0,1.0,1.0,3.0,18.0,4.0
599,1,1.0,1.0,1.0,3.0,18.0,4.0
600,1,6.0,1.0,6.0,1.0,56.0,3.0
601,1,6.0,1.0,6.0,1.0,56.0,3.0
602,1,6.0,1.0,6.0,1.0,56.0,3.0
603,1,6.0,1.0,6.0,1.0,56.0,3.0
604,1,6.0,1.0,6.0,1.0,56.0,3.0
605,1,6.0,1.0,6.0,1.0,56.0,3.0
606,1,6.0,1.0,6.0,1.0,56.0,3.0
607,1,6.0,1.0,6.0,1.0,56.0,3.0
608,1,6.0,1.0,6.0,1.0,56.0,3.0
609,1,1.0,1.0,1.0,3.0,70.0,4.0
610,3,1.0,1.0,1.0,3.0,70.0,4.0
611,1,1.0,1.0,1.0,3.0,70.0,4.0
612,1,1.0,1.0,1.0,3.0,70.0,4.0
613,1,1.0,1.0,1.0,3.0,70.0,4.0
614,1,1.0,1.0,1.0,2.0,28.0,3.0
615,1,1.0,1.0,1.0,2.0,28.0,3.0
616,1,1.0,1.0,1.0,2.0,28.0,3.0
617,1,1.0,1.0,1.0,2.0,28.0,3.0
618,1,1.0,1.0,1.0,2.0,21.0,2.0
619,1,1.0,1.0,1.0,2.0,21.0,2.0
620,1,1.0,1.0,1.0,2.0,21.0,2.0
621,1,1.0,1.0,1.0,2.0,21.0,2.0
622,1,1.0,1.0,1.0,2.0,21.0,2.0
623,1,1.0,1.0,1.0,2.0,54.0,2.0
624,1,1.0,1.0,1.0,2.0,54.0,2.0
625,1,1.0,1.0,1.0,2.0,54.0,2.0
626,1,1.0,1.0,1.0,2.0,54.0,2.0
627,1,1.0,1.0,1.0,2.0,54.0,2.0
628,1,1.0,1.0,1.0,2.0,56.0,5.0
629,1,1.0,1.0,1.0,2.0,56.0,5.0
630,1,1.0,1.0,1.0,2.0,56.0,5.0
631,1,1.0,1.0,1.0,1.0,54.0,5.0
632,1,1.0,1.0,1.0,1.0,54.0,5.0
633,1,1.0,1.0,1.0,1.0,54.0,5.0
634,1,1.0,1.0,1.0,1.0,54.0,5.0
635,1,1.0,1.0,1.0,1.0,54.0,5.0
636,1,1.0,1.0,1.0,1.0,54.0,5.0
637,1,1.0,1.0,1.0,1.0,54.0,5.0
638,1,6.0,6.0,6.0,2.0,56.0,2.0
639,1,6.0,6.0,6.0,2.0,56.0,2.0
640,1,6.0,6.0,6.0,2.0,56.0,2.0
641,1,6.0,6.0,6.0,2.0,56.0,2.0
642,1,6.0,6.0,6.0,2.0,56.0,2.0
643,1,1.0,1.0,1.0,3.0,84.0,4.0
644,1,1.0,1.0,1.0,3.0,84.0,4.0
645,1,1.0,1.0,1.0,3.0,84.0,4.0
646,1,1.0,1.0,1.0,3.0,84.0,4.0
647,1,1.0,1.0,1.0,2.0,63.0,2.0
648,1,1.0,1.0,1.0,2.0,63.0,2.0
649,1,1.0,1.0,1.0,2.0,56.0,2.0
650,1,1.0,1.0,1.0,2.0,56.0,2.0
651,1,1.0,1.0,1.0,2.0,56.0,2.0
652,1,1.0,1.0,1.0,2.0,36.0,2.0
653,1,1.0,1.0,1.0,2.0,36.0,2.0
654,1,1.0,1.0,1.0,2.0,36.0,2.0
655,1,1.0,1.0,1.0,2.0,36.0,2.0
656,1,1.0,1.0,1.0,2.0,36.0,2.0
657,1,1.0,1.0,1.0,2.0,36.0,2.0
658,1,1.0,1.0,1.0,2.0,36.0,2.0
659,1,1.0,1.0,1.0,2.0,24.0,2.0
660,1,1.0,1.0,1.0,2.0,24.0,2.0
661,1,1.0,1.0,1.0,2.0,24.0,2.0
662,1,1.0,1.0,1.0,2.0,24.0,2.0
663,1,1.0,1.0,1.0,2.0,24.0,2.0
664,1,1.0,1.0,1.0,2.0,28.0,4.0
665,1,1.0,1.0,1.0,2.0,28.0,4.0
666,1,1.0,1.0,1.0,2.0,28.0,4.0
667,1,1.0,1.0,1.0,2.0,28.0,4.0
668,1,1.0,1.0,1.0,2.0,28.0,4.0
669,1,1.0,1.0,1.0,2.0,28.0,4.0
670,1,1.0,6.0,1.0,3.0,18.0,4.0
671,1,1.0,6.0,1.0,3.0,18.0,4.0
672,1,1.0,6.0,1.0,3.0,18.0,4.0
673,1,1.0,6.0,1.0,3.0,18.0,4.0
674,1,1.0,6.0,1.0,3.0,18.0,4.0
675,1,1.0,1.0,6.0,2.0,57.0,4.0
676,1,1.0,1.0,6.0,2.0,57.0,4.0
677,1,1.0,1.0,6.0,2.0,57.0,4.0
678,1,1.0,1.0,6.0,2.0,57.0,4.0
679,1,1.0,1.0,6.0,2.0,57.0,4.0
680,1,1.0,1.0,6.0,2.0,57.0,4.0
681,1,6.0,6.0,6.0,1.0,36.0,2.0
682,1,6.0,6.0,6.0,1.0,36.0,2.0
683,1,6.0,6.0,6.0,1.0,36.0,2.0
684,1,6.0,6.0,6.0,1.0,36.0,2.0
685,1,6.0,6.0,6.0,1.0,36.0,2.0
686,1,6.0,6.0,6.0,1.0,36.0,2.0
687,1,6.0,6.0,6.0,1.0,36.0,2.0
688,1,6.0,1.0,6.0,3.0,24.0,2.0
689,1,6.0,1.0,6.0,3.0,24.0,2.0
690,1,6.0,1.0,6.0,3.0,24.0,2.0
691,1,6.0,1.0,6.0,3.0,24.0,2.0
692,1,6.0,1.0,6.0,3.0,24.0,2.0
693,1,6.0,1.0,6.0,3.0,24.0,2.0
694,1,6.0,1.0,6.0,3.0,24.0,2.0
695,1,1.0,1.0,1.0,2.0,4.0,3.0
696,1,1.0,1.0,1.0,2.0,4.0,3.0
697,1,1.0,1.0,1.0,2.0,4.0,3.0
698,1,1.0,1.0,1.0,2.0,4.0,3.0
699,1,1.0,1.0,1.0,2.0,4.0,3.0
700,1,1.0,1.0,1.0,2.0,4.0,3.0
701,1,1.0,1.0,1.0,3.0,42.0,4.0
702,1,1.0,1.0,1.0,3.0,42.0,4.0
703,1,1.0,1.0,1.0,3.0,42.0,4.0
704,1,1.0,1.0,1.0,3.0,42.0,4.0
705,1,1.0,1.0,1.0,1.0,42.0,4.0
706,1,1.0,1.0,1.0,1.0,42.0,4.0
707,1,1.0,1.0,1.0,1.0,42.0,4.0
708,1,1.0,1.0,1.0,1.0,42.0,4.0
709,1,1.0,1.0,1.0,1.0,42.0,4.0
710,1,1.0,1.0,1.0,1.0,56.0,1.0
711,1,1.0,1.0,1.0,1.0,56.0,1.0
712,1,1.0,1.0,1.0,1.0,56.0,1.0
713,1,1.0,1.0,1.0,1.0,56.0,1.0
714,1,1.0,1.0,1.0,2.0,4.0,3.0
715,1,1.0,1.0,1.0,2.0,4.0,3.0
716,1,1.0,1.0,1.0,2.0,4.0,3.0
717,1,1.0,1.0,1.0,2.0,4.0,3.0
718,1,1.0,1.0,1.0,2.0,4.0,3.0
719,1,1.0,1.0,1.0,1.0,98.0,4.0
720,1,1.0,1.0,1.0,1.0,98.0,4.0
721,1,1.0,1.0,1.0,1.0,98.0,4.0
722,1,1.0,1.0,1.0,1.0,98.0,4.0
723,1,1.0,1.0,1.0,1.0,98.0,4.0
724,1,1.0,1.0,1.0,2.0,15.0,4.0
725,1,1.0,1.0,1.0,2.0,15.0,4.0
726,1,1.0,1.0,1.0,2.0,15.0,4.0
727,1,1.0,1.0,1.0,2.0,15.0,4.0
728,1,1.0,1.0,1.0,2.0,15.0,4.0
729,1,1.0,1.0,1.0,2.0,63.0,3.0
730,1,1.0,1.0,1.0,2.0,63.0,3.0
731,1,1.0,1.0,1.0,2.0,63.0,3.0
732,1,1.0,1.0,1.0,2.0,63.0,3.0
733,1,1.0,1.0,1.0,2.0,8.0,4.0
734,1,1.0,1.0,1.0,2.0,8.0,4.0
735,1,1.0,1.0,1.0,2.0,8.0,4.0
736,1,1.0,1.0,1.0,2.0,8.0,4.0
737,1,1.0,1.0,1.0,2.0,21.0,5.0
738,1,1.0,1.0,1.0,2.0,21.0,5.0
